latitude,longitude,elevacao,time_point
47.23517978461392,-119.84826430314716,379.545,2023-08-22 22:00:41.999000+00:00
47.235167557743125,-119.84826426427145,379.535,2023-08-22 22:00:42.099000+00:00
47.23515520454933,-119.84826424199933,379.522,2023-08-22 22:00:42.199000+00:00
47.23514291678646,-119.84826423446617,379.519,2023-08-22 22:00:42.299000+00:00
47.235130549465325,-119.84826423218378,379.49,2023-08-22 22:00:42.399000+00:00
47.235118201683456,-119.84826420062069,379.486,2023-08-22 22:00:42.499000+00:00
47.2351059309708,-119.8482641681118,379.488,2023-08-22 22:00:42.599000+00:00
47.235093560463476,-119.84826415898881,379.475,2023-08-22 22:00:42.699000+00:00
47.23508121179399,-119.84826414428213,379.48,2023-08-22 22:00:42.799000+00:00
47.23506902399615,-119.8482641727238,379.461,2023-08-22 22:00:42.899000+00:00
47.235056763375596,-119.84826418441774,379.45,2023-08-22 22:00:42.999000+00:00
47.23504453755411,-119.84826421083234,379.473,2023-08-22 22:00:43.099000+00:00
47.235032295700144,-119.84826419185133,379.45300000000003,2023-08-22 22:00:43.199000+00:00
47.23501996245508,-119.84826421682897,379.421,2023-08-22 22:00:43.299000+00:00
47.23500787644278,-119.84826420009901,379.421,2023-08-22 22:00:43.399000+00:00
47.234995557360946,-119.84826419899008,379.415,2023-08-22 22:00:43.499000+00:00
47.23498321514087,-119.84826418392255,379.415,2023-08-22 22:00:43.599000+00:00
47.23497112852796,-119.84826421058209,379.389,2023-08-22 22:00:43.699000+00:00
47.23495871268723,-119.8482643938257,379.372,2023-08-22 22:00:43.799000+00:00
47.23494642075408,-119.84826452464492,379.379,2023-08-22 22:00:43.899000+00:00
47.23493424209482,-119.84826467860074,379.363,2023-08-22 22:00:43.999000+00:00
47.234921973717015,-119.84826491330834,379.383,2023-08-22 22:00:44.099000+00:00
47.234909951802365,-119.8482651703732,379.385,2023-08-22 22:00:44.199000+00:00
47.2348976327779,-119.84826555135471,379.346,2023-08-22 22:00:44.299000+00:00
47.234885213419965,-119.84826586431241,379.333,2023-08-22 22:00:44.399000+00:00
47.23487297385575,-119.84826627010143,379.349,2023-08-22 22:00:44.499000+00:00
47.23486064376516,-119.84826668098404,379.31100000000004,2023-08-22 22:00:44.599000+00:00
47.234848436953264,-119.848267137197,379.295,2023-08-22 22:00:44.699000+00:00
47.23483631196005,-119.84826755659336,379.289,2023-08-22 22:00:44.799000+00:00
47.234823863359054,-119.84826797355139,379.29200000000003,2023-08-22 22:00:44.899000+00:00
47.23481166859283,-119.8482684776396,379.294,2023-08-22 22:00:44.999000+00:00
47.23479937867453,-119.8482690730561,379.326,2023-08-22 22:00:45.099000+00:00
47.23478718287489,-119.84826962274865,379.314,2023-08-22 22:00:45.199000+00:00
47.23477504843896,-119.84827025308522,379.315,2023-08-22 22:00:45.299000+00:00
47.23476268061749,-119.84827088616716,379.345,2023-08-22 22:00:45.399000+00:00
