nome_usuario,dist_km,media_consumo_km_l,cluster_consumo
TOYOTA_COROLLA_HYBRID_TSS2_2019,4.08360262477,11.186593801759035,0
TOYOTA_COROLLA_HYBRID_TSS2_2019,4.1015240727,11.186593801759035,0
TOYOTA_COROLLA_HYBRID_TSS2_2019,9.695045669519999,11.186593801759035,1
TOYOTA_COROLLA_TSS2_2019,0.12547300346999998,11.186593801759035,0
TOYOTA_COROLLA_TSS2_2019,3.74895968235,11.186593801759035,0
TOYOTA_HIGHLANDER_2020,1.428436978,8.50287414860544,0
TOYOTA_HIGHLANDER_2020,1.60174671158,8.50287414860544,0
TOYOTA_HIGHLANDER_2020,1.83297032262,8.50287414860544,0
TOYOTA_PRIUS_2017,0.00167189779,18.493751273216834,2
TOYOTA_PRIUS_2017,0.00242605866,18.493751273216834,2
TOYOTA_PRIUS_2017,0.01563798588,18.493751273216834,2
TOYOTA_PRIUS_2017,0.25182142103,18.493751273216834,2
TOYOTA_PRIUS_2017,0.86142613444,18.493751273216834,2
TOYOTA_PRIUS_2017,4.4869636991999995,18.493751273216834,2
TOYOTA_PRIUS_2017,10.59286452846,18.493751273216834,2
TOYOTA_PRIUS_2017,11.5719365703,18.493751273216834,2
TOYOTA_PRIUS_2017,13.45559911656,18.493751273216834,1
TOYOTA_PRIUS_2017,16.72474518062,18.493751273216834,1
TOYOTA_PRIUS_2017-20,5.20196640386,18.493751273216834,2
TOYOTA_PRIUS_v_2017,2.437772e-05,18.493751273216834,2
TOYOTA_PRIUS_v_2017,3.896642e-05,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.00017122151,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.00091220697,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.0015492230899999998,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.00261459711,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.010694158110000001,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.01305325192,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.03235243092,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.06349649755,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.18807274644,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.53073288586,18.493751273216834,2
TOYOTA_PRIUS_v_2017,0.83982520169,18.493751273216834,2
TOYOTA_PRIUS_v_2017,1.21671563356,18.493751273216834,2
TOYOTA_PRIUS_v_2017,1.23345156031,18.493751273216834,2
TOYOTA_PRIUS_v_2017,1.6155819874900001,18.493751273216834,2
TOYOTA_RAV4_2019,17.21642594034,9.601162059466976,1
TOYOTA_RAV4_2019,18.095879012860003,9.601162059466976,1
TOYOTA_RAV4_HYBRID_2019,0.21560483292000002,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,0.2925097027,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,0.60650637052,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,0.89978776295,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,0.90312357061,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,1.01161367708,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,1.5317084055699999,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,1.67621103877,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,2.50192243678,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,2.8604154782099998,9.601162059466976,0
TOYOTA_RAV4_HYBRID_2019,4.78737501063,9.601162059466976,0
VOLKSWAGEN_GOLF_7TH_GEN,0.0414441518,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,1.0516633075300001,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,1.3781227511899998,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,1.74111876062,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,1.82380695397,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,3.0036961787700003,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,5.10607023358,9.955448482325536,0
VOLKSWAGEN_GOLF_7TH_GEN,7.05832446068,9.955448482325536,0
